"Visit.ID";"Square";"Species";"Count"
103;1;"Arum foetidum";3
103;1;"Arum intermedium";2
103;2;"Callaion palustris";2
103;2;"Arum malyi";12
103;2;"Callaion heterophylla";3
103;2;"Arum transsilvanicum";2
103;2;"Arum trapezuntinum";6
103;2;"Arum vernale";4
103;3;"Calla generalis";2
103;3;"Callaion bispatha";3
103;3;"Arum majoricense";4
103;3;"Arum zeleborii";4
103;3;"Callaion heterophylla";3
103;3;"Callaion brevis";4
103;3;"Arum provinciale";4
103;3;"Arum pyrenaeum";3
103;3;"Arum italicum";2
103;4;"Arum vulgare";4
103;4;"Arum maculatum";4
103;4;"Calla brevis";3
103;4;"Arum malyi";2
103;4;"Arum divaricatum";2
103;5;"Arum immaculatum";3
103;8;"Arum majoricense";2
103;8;"Arum trapezuntinum";3
103;8;"Arum neglectum";2
103;8;"Arum pyrenaeum";2
103;12;"Arum vernale";4
103;12;"Arum maculatum";3
103;14;"Calla palustris";2
103;14;"Calla ovatifolia";3
103;14;"Arum numidicum";3
103;14;"Arum trapezuntinum";2
103;15;"Calla brevis";2
103;15;"Arum orientale";4
103;15;"Arum gracile";2
103;15;"Arum numidicum";2
103;15;"Arum provinciale";2
103;15;"Arum foetidum";3
103;15;"Callaion palustris";2
103;15;"Arum pyrenaeum";3
103;15;"Callaion bispatha";6
103;19;"Arum orientale";2
103;19;"Arum gracile";2
103;20;"Arum italicum";3
103;20;"Arum foetidum";2
103;20;"Arum pyrenaeum";3
103;20;"Arum alpinum";3
103;21;"Arum zeleborii";4
103;21;"Arum orientale";2
103;23;"Bruniera vivipara";2
103;23;"Calla brevis";2
103;23;"Arum vernale";5
103;23;"Arum pyrenaeum";3
103;23;"Arum immaculatum";2
103;24;"Arum vernale";3
103;24;"Calla ovatifolia";3
103;24;"Calla brevis";3
103;24;"Arum neglectum";5
103;26;"Arum vernale";2
103;26;"Arum malyi";3
103;26;"Arum pyrenaeum";6
103;26;"Arum neglectum";3
103;26;"Callaion palustris";3
103;27;"Arum gracile";2
103;27;"Arum pyrenaeum";2
103;27;"Arum malyi";5
103;27;"Arum vernale";2
103;27;"Arum immaculatum";3
103;27;"Arum cylindraceum";4
103;27;"Arum provinciale";3
103;27;"Calla generalis";2
103;27;"Arum alpinum";3
103;28;"Calla palustris";3
103;28;"Arum immaculatum";2
103;28;"Arum majoricense";4
103;30;"Callaion heterophylla";3
201;1;"Callaion bispatha";3
201;1;"Calla palustris";3
201;1;"Arum facchinii";6
201;2;"Arum trapezuntinum";2
201;2;"Bruniera vivipara";2
201;2;"Arum zeleborii";3
201;2;"Arum heldreichii";3
201;2;"Arum vulgare";2
201;2;"Callaion bispatha";2
201;5;"Arum divaricatum";3
201;5;"Calla ovatifolia";2
201;6;"Calla brevis";7
201;6;"Arum divaricatum";2
201;6;"Arum neglectum";5
201;6;"Arum alpinum";4
201;6;"Arum modicense";2
201;7;"Arum maculatum";2
201;7;"Arum intermedium";2
201;7;"Bruniera vivipara";2
201;7;"Arum zeleborii";3
201;7;"Calla cordifolia";2
201;7;"Arum orientale";4
201;7;"Arum neglectum";4
201;7;"Callaion brevis";5
201;8;"Arum facchinii";2
201;8;"Arum immaculatum";3
201;8;"Arum maculatum";2
201;8;"Arum cylindraceum";2
201;8;"Arum orientale";2
201;8;"Arum pyrenaeum";7
201;8;"Calla palustris";3
201;10;"Arum divaricatum";3
201;10;"Arum pyrenaeum";3
201;10;"Calla brevis";2
201;10;"Callaion palustris";2
201;11;"Arum numidicum";2
201;13;"Bruniera vivipara";3
201;13;"Arum heldreichii";3
201;14;"Arum heldreichii";2
201;14;"Arum malyi";3
201;15;"Arum italicum";3
201;15;"Calla generalis";4
201;17;"Arum vernale";2
201;17;"Arum neglectum";4
201;18;"Arum gracile";3
201;18;"Calla brevis";4
201;20;"Callaion bispatha";6
201;20;"Arum pyrenaeum";2
201;20;"Arum intermedium";3
201;22;"Arum vulgare";4
201;22;"Callaion heterophylla";3
201;23;"Arum orientale";3
201;23;"Arum gracile";7
201;23;"Callaion heterophylla";2
201;23;"Arum foetidum";2
201;23;"Arum ponticum";2
201;23;"Arum malyi";2
201;23;"Arum majoricense";3
201;23;"Arum numidicum";2
201;23;"Arum vulgare";2
201;23;"Arum intermedium";2
201;23;"Callaion brevis";2
201;24;"Calla generalis";3
201;24;"Bruniera vivipara";2
201;24;"Arum gracile";3
201;24;"Arum immaculatum";3
201;24;"Arum intermedium";2
201;25;"Arum divaricatum";4
201;25;"Arum foetidum";3
201;25;"Bruniera vivipara";2
201;25;"Arum cylindraceum";2
201;25;"Calla brevis";3
201;25;"Calla ovatifolia";3
201;28;"Calla generalis";3
201;30;"Arum divaricatum";3
201;30;"Arum zeleborii";5
201;30;"Arum cylindraceum";3
201;30;"Callaion bispatha";2
202;1;"Callaion heterophylla";3
202;1;"Arum modicense";3
202;1;"Arum provinciale";2
202;1;"Arum intermedium";3
202;1;"Callaion palustris";2
202;1;"Arum divaricatum";2
202;1;"Arum cylindraceum";2
202;1;"Calla palustris";3
202;1;"Arum foetidum";4
202;1;"Arum facchinii";2
202;1;"Arum trapezuntinum";2
202;7;"Arum foetidum";3
202;7;"Calla cordifolia";4
202;7;"Calla brevis";4
202;8;"Arum transsilvanicum";3
202;8;"Arum immaculatum";2
202;8;"Callaion palustris";4
202;8;"Arum ponticum";2
202;9;"Arum heldreichii";4
202;10;"Arum provinciale";3
202;10;"Calla palustris";2
202;10;"Bruniera vivipara";3
202;11;"Arum transsilvanicum";3
202;11;"Arum divaricatum";3
202;11;"Arum zeleborii";3
202;11;"Arum pyrenaeum";2
202;11;"Arum alpinum";5
202;11;"Calla generalis";3
202;12;"Arum majoricense";3
202;12;"Arum transsilvanicum";2
202;15;"Arum numidicum";3
202;15;"Arum vernale";4
202;15;"Arum orientale";2
202;15;"Callaion palustris";2
202;15;"Arum pyrenaeum";4
202;16;"Arum vernale";4
202;16;"Callaion bispatha";2
202;16;"Arum alpinum";2
202;18;"Arum cylindraceum";2
202;18;"Arum zeleborii";2
202;18;"Calla ovatifolia";3
202;18;"Arum malyi";3
202;18;"Calla palustris";2
202;18;"Arum heldreichii";2
202;18;"Callaion palustris";3
202;18;"Arum foetidum";3
202;18;"Arum vulgare";2
202;20;"Arum vulgare";3
202;20;"Calla cordifolia";3
202;20;"Arum zeleborii";2
202;20;"Arum numidicum";5
202;20;"Arum gracile";3
202;21;"Arum orientale";2
202;21;"Arum transsilvanicum";2
202;21;"Arum maculatum";2
202;21;"Arum heldreichii";2
202;21;"Arum cylindraceum";3
202;21;"Calla brevis";2
202;23;"Calla palustris";3
202;23;"Arum italicum";2
202;23;"Arum neglectum";4
202;24;"Arum malyi";2
202;24;"Arum facchinii";6
202;24;"Arum divaricatum";3
202;24;"Arum heldreichii";3
202;25;"Arum neglectum";6
202;25;"Calla cordifolia";5
202;25;"Arum facchinii";2
202;26;"Arum heldreichii";3
202;26;"Arum vernale";4
202;26;"Arum numidicum";2
202;26;"Calla ovatifolia";4
202;27;"Arum vulgare";5
202;27;"Calla generalis";2
202;28;"Arum intermedium";3
202;29;"Arum divaricatum";2
202;29;"Callaion brevis";4
202;29;"Arum majoricense";6
202;29;"Calla brevis";4
202;29;"Arum ponticum";2
203;1;"Arum immaculatum";3
203;1;"Arum foetidum";4
203;1;"Arum italicum";3
203;1;"Arum maculatum";4
203;2;"Arum zeleborii";2
203;2;"Arum intermedium";2
203;3;"Calla generalis";2
203;3;"Arum trapezuntinum";3
203;3;"Callaion palustris";3
203;3;"Arum divaricatum";3
203;4;"Arum alpinum";3
203;6;"Callaion palustris";4
203;6;"Arum transsilvanicum";3
203;9;"Arum vernale";3
203;9;"Arum foetidum";4
203;10;"Arum modicense";3
203;11;"Arum zeleborii";3
203;11;"Arum majoricense";2
203;11;"Calla generalis";2
203;11;"Calla palustris";2
203;11;"Arum orientale";3
203;11;"Callaion heterophylla";3
203;13;"Arum foetidum";3
203;13;"Callaion palustris";5
203;13;"Arum maculatum";4
203;13;"Arum heldreichii";3
203;13;"Arum transsilvanicum";2
203;13;"Arum intermedium";3
203;13;"Arum ponticum";2
203;13;"Arum orientale";3
203;13;"Arum italicum";2
203;14;"Arum majoricense";3
203;14;"Calla brevis";4
203;14;"Arum neglectum";6
203;14;"Arum maculatum";3
203;14;"Calla cordifolia";3
203;14;"Arum vulgare";5
203;14;"Arum modicense";3
203;14;"Arum pyrenaeum";3
203;14;"Calla generalis";2
203;15;"Arum orientale";2
203;15;"Callaion heterophylla";5
203;15;"Arum italicum";2
203;17;"Arum vernale";2
203;17;"Arum ponticum";3
203;17;"Arum gracile";3
203;17;"Arum majoricense";2
203;18;"Arum ponticum";3
203;18;"Arum pyrenaeum";3
203;18;"Arum cylindraceum";3
203;18;"Arum gracile";4
203;18;"Arum foetidum";3
203;19;"Arum alpinum";3
203;19;"Arum vernale";2
203;21;"Arum transsilvanicum";4
203;21;"Arum provinciale";2
203;21;"Arum vulgare";3
203;21;"Arum alpinum";5
203;21;"Arum foetidum";3
203;21;"Arum numidicum";3
203;21;"Calla generalis";3
203;21;"Arum modicense";3
203;23;"Arum foetidum";3
203;23;"Arum maculatum";2
203;23;"Arum intermedium";3
203;23;"Arum neglectum";2
203;23;"Arum heldreichii";3
203;24;"Calla generalis";4
203;24;"Arum modicense";3
203;24;"Arum cylindraceum";2
203;24;"Arum alpinum";2
203;24;"Arum facchinii";2
203;24;"Arum zeleborii";3
203;24;"Arum provinciale";3
203;24;"Calla brevis";4
203;24;"Callaion brevis";3
203;24;"Arum immaculatum";2
203;25;"Arum zeleborii";2
203;25;"Arum divaricatum";3
203;25;"Arum vernale";3
203;25;"Arum italicum";6
203;25;"Arum numidicum";2
203;27;"Arum neglectum";3
203;27;"Calla cordifolia";3
203;27;"Arum ponticum";2
203;27;"Arum numidicum";3
203;30;"Arum vernale";3
301;2;"Arum gracile";2
301;2;"Arum trapezuntinum";2
301;3;"Callaion palustris";5
301;3;"Arum vulgare";4
301;3;"Arum zeleborii";2
301;3;"Arum divaricatum";4
301;3;"Arum immaculatum";2
301;3;"Arum pyrenaeum";3
301;3;"Arum vernale";2
301;3;"Arum majoricense";2
301;3;"Calla ovatifolia";3
301;4;"Arum ponticum";3
301;4;"Arum vulgare";2
301;5;"Arum majoricense";4
301;5;"Callaion palustris";3
301;5;"Arum provinciale";3
301;5;"Callaion brevis";3
301;5;"Calla ovatifolia";3
301;6;"Calla ovatifolia";4
301;6;"Arum cylindraceum";6
301;6;"Calla palustris";4
301;6;"Arum maculatum";2
301;7;"Arum vulgare";3
301;7;"Arum vernale";6
301;7;"Arum provinciale";3
301;7;"Arum gracile";3
301;8;"Arum heldreichii";2
301;8;"Arum trapezuntinum";2
301;8;"Arum italicum";2
301;8;"Arum vulgare";3
301;8;"Arum ponticum";3
301;8;"Calla cordifolia";2
301;9;"Arum alpinum";2
301;9;"Arum modicense";2
301;9;"Arum pyrenaeum";3
301;10;"Callaion brevis";2
301;10;"Callaion heterophylla";2
301;10;"Arum foetidum";3
301;10;"Bruniera vivipara";3
301;10;"Arum pyrenaeum";2
301;11;"Bruniera vivipara";3
301;12;"Callaion brevis";3
301;12;"Arum numidicum";2
301;12;"Arum trapezuntinum";5
301;13;"Arum heldreichii";3
301;13;"Arum divaricatum";2
301;13;"Arum majoricense";3
301;13;"Calla ovatifolia";2
301;14;"Arum facchinii";2
301;14;"Arum cylindraceum";5
301;14;"Calla cordifolia";2
301;14;"Calla generalis";2
301;14;"Callaion palustris";7
301;15;"Calla brevis";2
301;16;"Arum facchinii";2
301;16;"Arum ponticum";2
301;16;"Arum pyrenaeum";2
301;16;"Arum malyi";2
301;16;"Arum heldreichii";5
301;17;"Arum cylindraceum";3
301;17;"Arum vernale";6
301;18;"Arum vernale";2
301;18;"Arum italicum";4
301;18;"Arum immaculatum";2
301;18;"Arum maculatum";6
301;18;"Arum pyrenaeum";3
301;19;"Arum ponticum";3
301;19;"Arum maculatum";3
301;19;"Arum heldreichii";4
301;19;"Arum pyrenaeum";6
301;19;"Arum numidicum";2
301;20;"Callaion brevis";2
301;20;"Arum alpinum";3
301;21;"Arum facchinii";3
301;21;"Arum neglectum";3
301;21;"Arum zeleborii";3
301;24;"Arum majoricense";3
301;24;"Callaion heterophylla";3
301;26;"Calla ovatifolia";2
301;26;"Arum alpinum";2
301;26;"Arum ponticum";3
301;26;"Callaion bispatha";3
301;26;"Arum immaculatum";3
301;27;"Arum malyi";2
301;27;"Callaion heterophylla";3
301;27;"Callaion palustris";3
301;27;"Arum neglectum";4
301;27;"Arum vulgare";2
301;28;"Arum foetidum";4
301;28;"Calla ovatifolia";4
301;28;"Arum transsilvanicum";3
301;28;"Callaion heterophylla";4
301;28;"Arum neglectum";4
301;29;"Arum vulgare";3
301;29;"Arum pyrenaeum";3
301;29;"Arum foetidum";3
301;29;"Calla ovatifolia";2
301;29;"Bruniera vivipara";4
301;29;"Callaion brevis";4
301;30;"Arum foetidum";4
301;30;"Arum transsilvanicum";8
302;1;"Callaion bispatha";2
302;1;"Calla generalis";3
302;1;"Callaion brevis";4
302;1;"Arum maculatum";2
302;1;"Arum foetidum";3
302;2;"Arum zeleborii";4
302;2;"Arum numidicum";6
302;2;"Callaion brevis";3
302;2;"Arum orientale";3
302;2;"Arum malyi";4
302;3;"Arum provinciale";2
302;3;"Calla cordifolia";3
302;3;"Arum vulgare";2
302;4;"Arum numidicum";2
302;5;"Arum heldreichii";2
302;5;"Arum transsilvanicum";4
302;5;"Calla palustris";3
302;5;"Arum trapezuntinum";2
302;5;"Arum italicum";3
302;5;"Arum maculatum";3
302;6;"Arum ponticum";4
302;6;"Arum provinciale";4
302;6;"Arum transsilvanicum";2
302;6;"Calla palustris";3
302;6;"Arum neglectum";3
302;7;"Arum gracile";3
302;7;"Callaion bispatha";5
302;7;"Arum vulgare";3
302;7;"Arum ponticum";2
302;7;"Arum alpinum";6
302;7;"Calla palustris";2
302;7;"Arum heldreichii";2
302;8;"Bruniera vivipara";2
302;8;"Arum neglectum";4
302;8;"Arum transsilvanicum";2
302;8;"Arum facchinii";2
302;8;"Callaion heterophylla";3
302;8;"Arum italicum";3
302;8;"Arum divaricatum";3
302;8;"Calla palustris";2
302;9;"Arum majoricense";3
302;11;"Arum orientale";3
302;11;"Arum divaricatum";3
302;11;"Arum transsilvanicum";3
302;12;"Calla palustris";2
302;12;"Arum divaricatum";7
302;13;"Calla cordifolia";5
302;13;"Arum vernale";3
302;13;"Callaion heterophylla";3
302;13;"Arum gracile";4
302;14;"Calla brevis";2
302;14;"Arum vernale";3
302;14;"Arum trapezuntinum";5
302;14;"Arum zeleborii";3
302;14;"Arum provinciale";4
302;14;"Callaion palustris";4
302;15;"Calla cordifolia";2
302;15;"Arum cylindraceum";10
302;15;"Arum alpinum";3
302;15;"Arum immaculatum";2
302;15;"Arum majoricense";2
302;15;"Callaion brevis";2
302;16;"Arum majoricense";3
302;16;"Calla ovatifolia";3
302;16;"Arum orientale";3
302;16;"Calla palustris";5
302;18;"Arum intermedium";2
302;18;"Arum vulgare";3
302;18;"Arum cylindraceum";2
302;18;"Arum majoricense";2
302;18;"Arum modicense";2
302;18;"Arum immaculatum";3
302;18;"Arum provinciale";2
302;18;"Arum orientale";3
302;18;"Arum vernale";4
302;19;"Arum foetidum";3
302;20;"Arum immaculatum";3
302;20;"Callaion bispatha";4
302;20;"Arum alpinum";2
302;20;"Calla brevis";4
302;20;"Arum italicum";2
302;22;"Arum facchinii";2
302;22;"Arum trapezuntinum";3
302;22;"Arum maculatum";2
302;22;"Arum italicum";2
302;22;"Calla brevis";3
302;22;"Callaion bispatha";3
302;22;"Arum foetidum";4
302;22;"Arum pyrenaeum";4
302;22;"Arum orientale";3
302;22;"Arum gracile";2
302;24;"Arum pyrenaeum";3
302;24;"Calla generalis";7
302;25;"Calla generalis";2
302;25;"Arum trapezuntinum";3
302;25;"Arum heldreichii";2
302;25;"Arum immaculatum";3
302;25;"Bruniera vivipara";2
302;25;"Calla brevis";3
302;25;"Arum vernale";2
302;25;"Arum divaricatum";3
302;26;"Arum gracile";3
302;26;"Arum provinciale";3
302;27;"Arum gracile";3
302;27;"Arum vernale";9
302;27;"Arum modicense";2
302;27;"Arum maculatum";3
302;27;"Arum divaricatum";4
302;27;"Callaion brevis";5
302;27;"Calla ovatifolia";3
302;27;"Arum vulgare";2
302;27;"Arum malyi";2
302;27;"Calla palustris";3
302;27;"Arum neglectum";4
302;27;"Arum transsilvanicum";3
302;28;"Arum neglectum";2
302;28;"Bruniera vivipara";3
302;28;"Arum cylindraceum";3
302;28;"Arum majoricense";3
302;28;"Arum intermedium";4
302;28;"Arum maculatum";3
302;29;"Arum zeleborii";3
302;29;"Arum malyi";3
302;29;"Arum facchinii";2
302;30;"Arum trapezuntinum";2
302;30;"Bruniera vivipara";2
302;30;"Callaion heterophylla";3
302;30;"Arum intermedium";4
302;30;"Arum cylindraceum";3
302;30;"Arum zeleborii";2
302;30;"Arum vernale";2
302;30;"Arum facchinii";2
302;30;"Arum neglectum";2
303;1;"Arum vulgare";4
303;1;"Arum facchinii";6
303;1;"Arum ponticum";2
303;1;"Arum heldreichii";5
303;1;"Arum numidicum";4
303;1;"Arum alpinum";2
303;1;"Bruniera vivipara";2
303;1;"Arum zeleborii";2
303;1;"Arum majoricense";4
303;1;"Arum cylindraceum";3
303;1;"Callaion heterophylla";2
303;1;"Calla ovatifolia";2
303;1;"Arum provinciale";2
303;2;"Arum modicense";4
303;2;"Callaion palustris";3
303;2;"Callaion brevis";2
303;2;"Calla ovatifolia";3
303;2;"Arum maculatum";2
303;4;"Arum maculatum";2
303;4;"Arum orientale";2
303;4;"Arum neglectum";3
303;5;"Callaion brevis";2
303;5;"Calla brevis";5
303;5;"Callaion heterophylla";2
303;5;"Calla generalis";2
303;5;"Calla cordifolia";4
303;5;"Arum heldreichii";3
303;5;"Bruniera vivipara";2
303;6;"Calla palustris";4
303;6;"Arum pyrenaeum";8
303;6;"Arum trapezuntinum";2
303;7;"Arum vernale";5
303;7;"Arum pyrenaeum";2
303;7;"Arum alpinum";3
303;8;"Callaion palustris";2
303;9;"Calla palustris";4
303;11;"Calla brevis";2
303;11;"Calla ovatifolia";3
303;11;"Arum ponticum";3
303;11;"Arum vernale";2
303;11;"Arum heldreichii";2
303;11;"Arum orientale";4
303;11;"Callaion bispatha";5
303;12;"Arum alpinum";3
303;15;"Arum transsilvanicum";2
303;15;"Callaion bispatha";2
303;15;"Arum vernale";3
303;15;"Calla cordifolia";3
303;15;"Calla brevis";4
303;15;"Arum intermedium";3
303;15;"Arum numidicum";3
303;15;"Arum maculatum";6
303;16;"Arum modicense";3
303;17;"Arum ponticum";2
303;17;"Callaion palustris";3
303;17;"Calla generalis";4
303;17;"Calla cordifolia";3
303;18;"Arum trapezuntinum";3
303;18;"Calla cordifolia";3
303;18;"Arum foetidum";2
303;20;"Bruniera vivipara";2
303;20;"Arum vulgare";5
303;21;"Arum italicum";3
303;21;"Arum orientale";3
303;24;"Arum orientale";2
303;24;"Arum vernale";3
303;24;"Arum intermedium";3
303;24;"Callaion bispatha";2
303;24;"Arum majoricense";2
303;24;"Calla palustris";5
303;24;"Arum alpinum";2
303;26;"Arum vulgare";3
303;26;"Arum divaricatum";3
303;26;"Arum gracile";5
303;26;"Calla cordifolia";2
303;26;"Calla ovatifolia";4
303;26;"Callaion heterophylla";2
303;26;"Arum provinciale";6
303;26;"Arum transsilvanicum";3
303;27;"Arum orientale";4
303;27;"Arum cylindraceum";2
303;27;"Calla cordifolia";2
303;27;"Callaion bispatha";2
303;28;"Arum heldreichii";2
303;28;"Arum zeleborii";3
303;28;"Arum foetidum";3
303;29;"Arum facchinii";2
303;29;"Arum numidicum";4
303;29;"Arum intermedium";3
303;29;"Arum trapezuntinum";3
303;29;"Arum heldreichii";2
303;29;"Arum divaricatum";2
303;29;"Arum transsilvanicum";4
303;30;"Bruniera vivipara";3
303;30;"Calla ovatifolia";3
303;30;"Arum ponticum";3
401;1;"Arum modicense";3
401;1;"Arum maculatum";3
401;1;"Arum italicum";3
401;1;"Arum malyi";4
401;1;"Arum transsilvanicum";3
401;1;"Arum vulgare";6
401;2;"Arum alpinum";4
401;2;"Calla generalis";2
401;2;"Arum transsilvanicum";3
401;2;"Arum orientale";2
401;2;"Calla cordifolia";2
401;2;"Arum intermedium";2
401;4;"Arum numidicum";2
401;4;"Callaion palustris";4
401;4;"Arum italicum";4
401;5;"Calla ovatifolia";3
401;5;"Bruniera vivipara";3
401;6;"Arum numidicum";4
401;7;"Arum intermedium";4
401;7;"Arum numidicum";2
401;7;"Arum gracile";2
401;7;"Arum immaculatum";2
401;8;"Arum facchinii";3
401;8;"Arum heldreichii";2
401;8;"Arum vulgare";4
401;8;"Calla ovatifolia";4
401;8;"Callaion brevis";3
401;9;"Callaion heterophylla";2
401;9;"Arum heldreichii";4
401;9;"Arum pyrenaeum";3
401;9;"Calla generalis";3
401;9;"Arum immaculatum";2
401;11;"Callaion brevis";2
401;11;"Arum maculatum";3
401;12;"Arum modicense";3
401;12;"Arum heldreichii";3
401;13;"Arum foetidum";2
401;13;"Arum divaricatum";2
401;13;"Calla ovatifolia";3
401;14;"Arum cylindraceum";5
401;14;"Arum provinciale";2
401;14;"Calla palustris";2
401;14;"Arum maculatum";2
401;14;"Arum neglectum";2
401;14;"Arum vulgare";7
401;14;"Arum foetidum";3
401;17;"Arum trapezuntinum";2
401;17;"Arum gracile";3
401;17;"Arum intermedium";2
401;19;"Arum italicum";4
401;19;"Callaion heterophylla";2
401;20;"Arum modicense";4
401;20;"Arum vulgare";5
401;20;"Arum vernale";3
401;20;"Callaion palustris";3
401;20;"Arum gracile";4
401;20;"Arum pyrenaeum";3
401;20;"Arum provinciale";2
401;20;"Arum malyi";2
401;21;"Arum immaculatum";3
401;22;"Arum ponticum";3
401;22;"Calla ovatifolia";3
401;22;"Arum facchinii";3
401;22;"Bruniera vivipara";3
401;22;"Arum gracile";3
401;22;"Arum divaricatum";3
401;22;"Arum orientale";3
401;23;"Callaion palustris";3
401;23;"Arum facchinii";3
401;23;"Arum vulgare";3
401;25;"Calla palustris";2
