group,size,id
1,9.38251042083828,315
1,7.16848639028478,316
1,8.06888914608184,317
1,6.56918286688523,318
1,7.20577278575653,319
1,7.25972903827131,320
1,7.66777127277281,321
1,7.85150233191011,322
1,8.15845606459145,323
1,10.499891395877,324
1,8.45131913503285,325
1,8.13938857378758,326
1,9.14132781697638,327
1,8.93128293788963,328
1,4.74251308374227,329
1,6.47477234737402,330
1,8.74931860047727,331
1,5.5612083688882,332
1,9.03978834698012,333
1,7.76474505715366,334
1,5.6963903545342,335
1,6.47056505340545,336
1,8.35891916033724,337
1,8.51767822663113,338
1,5.46275078159946,339
1,11.2027463507418,340
1,9.81522920727382,341
1,8.52318583378439,342
1,7.06312198162144,343
1,6.03272473022258,344
1,8.49448950359652,345
1,6.74256077970572,346
1,5.84127948928656,347
1,8.01511238235895,348
1,6.80410047364934,349
1,6.41920058113614,350
1,8.6853022413028,351
1,9.59766034985625,352
1,8.86998177183074,353
1,13.2069732013367,354
1,6.12057086416527,355
1,9.70294606403201,356
1,6.53416005442172,357
1,8.18917156193389,358
1,9.52018078860132,359
1,10.3386419489791,360
1,8.64926229663902,361
1,8.34698882588902,362
1,4.83661042940341,363
1,8.23892036887464,364
1,7.65687524887762,365
1,10.7213119983872,366
1,9.12596042008048,367
1,8.59638021935454,368
1,5.13989662845537,369
1,8.77194672435821,370
1,9.61812264053017,371
1,7.8834239616125,372
1,7.04483777570985,373
1,8.01259771465405,374
1,8.86646854301855,375
1,10.210634074613,376
1,5.737423063022,377
1,8.47834138947552,378
1,9.40442548122725,379
1,9.63066499653086,380
1,5.0568369047675,381
1,8.48966105404974,382
1,8.47605860909664,383
1,7.73582508765193,384
1,5.99646529484917,385
1,7.45288544297373,386
1,9.4641504758386,387
1,5.47810464726795,388
1,8.77752067774493,389
1,11.6623731939583,390
1,8.99050260165628,391
1,8.65601272315532,392
1,10.2036791582758,393
1,7.77955902354607,394
1,8.96543891029011,395
1,7.91832361141354,396
1,6.5612903707527,397
1,9.1691682943261,398
1,8.16376249945778,399
1,10.174765287942,400
1,6.91086816059046,401
1,5.87644565791362,402
1,6.37417884555657,403
1,10.2961877763963,404
1,6.64223507047976,405
1,8.43005939496501,406
1,6.44051014606379,407
1,8.49219223512005,408
1,10.1068977723062,409
1,6.59410081506725,410
1,6.72252781516991,411
1,10.5266271735705,412
1,8.84447966921272,413
1,7.48168862446055,414
1,6.630406456942,415
1,9.36454798144173,416
1,8.71688307246105,417
1,7.14633401909735,418
1,9.25504315796028,419
1,9.5491550536843,420
1,9.8003479850221,421
1,7.48065146341538,422
1,8.76640760786644,423
1,7.17166555529596,424
1,10.1078439761914,425
1,9.12690422995715,426
1,8.12435058470726,427
1,7.12723059472876,428
1,8.75838251740631,429
1,8.22737513714427,430
1,7.79128763412227,431
1,5.27814847756814,432
1,8.01899271204745,433
1,7.59935508934611,434
1,8.03116194632414,435
1,8.1078459584067,436
1,5.79934012761402,437
1,5.61798206270356,438
1,9.88963434968424,439
1,8.13321079836875,440
1,7.47509914671427,441
1,8.89591361822733,442
1,6.04303156330252,443
1,6.20929734159801,444
1,6.04594078082336,445
1,7.90376611206725,446
1,6.51716658809493,447
1,9.86191813201943,448
1,5.92426119386161,449
1,10.4752943725881,450
1,9.42548653746162,451
1,8.05915642022277,452
1,10.0323807483142,453
1,8.3871233893374,454
1,10.5999965580167,455
1,8.03710616003427,456
1,8.81862029258174,457
1,6.5892922157056,458
1,7.90649862449197,459
1,8.74474473430894,460
1,4.50658546378164,461
1,6.79430598665287,462
1,8.1586910401388,463
1,7.02489993657265,464
1,5.84984456430364,465
1,5.22678302228019,466
1,6.75180294803079,467
1,4.74463845115823,468
1,9.53462441825762,469
1,10.5330336669191,470
1,10.0290042018565,471
1,7.90437564126892,472
1,8.52432112519565,473
1,8.51546861034129,474
1,9.27355790629272,475
1,10.1044816876058,476
1,8.25721908535484,477
1,10.3088674670323,478
1,9.28157560005964,479
1,7.98289899841284,480
1,10.01841076728,481
1,6.67937954846239,482
1,7.7225401843417,483
1,8.75620213238932,484
1,8.00866531388908,485
1,5.81359655383643,486
1,7.68448110858093,487
1,9.22779925643218,488
1,7.12221628245479,489
1,8.45118586384553,490
1,6.29598526523957,491
1,6.8087063352443,492
1,6.76110941871845,493
1,7.85644593456386,494
1,9.28856614986196,495
1,10.4731118804352,496
1,6.96056378832114,497
1,7.24143888924663,498
1,8.26421043885529,499
1,10.8097000424642,500
1,7.93202578422468,501
1,9.35735320127932,502
1,5.24525759989894,503
1,5.59696195333377,504
1,9.22135577449232,505
1,6.4113421440771,506
1,8.43462343920015,507
1,8.19209816640471,508
1,9.07202852055758,509
1,8.18859504701755,510
1,7.44458083566971,511
1,7.51070332823072,512
1,8.15319308476266,513
1,10.0538251932884,514
1,9.46055985616925,515
1,10.5789228532426,516
1,6.16224500640752,517
1,5.34035207930997,518
1,6.45042528157168,519
1,7.05206268582614,520
1,7.17894889868644,521
1,8.33763255626419,522
1,7.69308529579603,523
1,6.14487573717095,524
1,8.20970323558095,525
1,8.27159945991161,526
1,7.77575911359399,527
1,7.23159045656479,528
1,10.1376602522292,529
1,9.74224769077657,530
1,8.13160465750813,531
1,5.66555920995346,532
1,6.5199738892255,533
1,6.93086237723085,534
1,7.46907489990323,535
1,6.93515458637336,536
1,7.65637919932297,537
1,7.71712763601603,538
1,9.7557071421042,539
1,8.8080039722587,540
1,7.0905247348432,541
1,7.14928874703386,542
1,8.32417298964056,543
1,10.9973265317701,544
1,5.11190646184997,545
1,6.84867996901872,546
1,7.24743054470256,547
1,7.14704007858396,548
1,6.22960600725835,549
1,6.74452755227195,550
1,8.12052377651065,551
1,7.24676754891336,552
1,8.44420025201869,553
1,8.47755072055602,554
1,9.99078088091251,555
1,8.3750945239832,556
1,9.1983647478789,557
1,8.48166207065095,558
1,7.78386070991994,559
1,4.77446029713688,560
1,6.57871627612151,561
1,5.60191625737288,562
1,8.74884005867564,563
1,8.90264577084153,564
1,7.17216622539493,565
1,7.78134098381717,566
1,11.5445722924588,567
1,10.1387284619898,568
1,9.21118990814663,569
1,4.69139712928447,570
1,7.30346627256418,571
1,8.63413519201068,572
1,6.56194237672162,573
1,9.08026134204753,574
1,6.48950536467242,575
1,6.51333114682154,576
1,8.77063141033189,577
1,8.53149354573454,578
1,9.13468306154847,579
1,8.6712321756725,580
1,9.23877365372313,581
1,5.55064800371433,582
1,9.15115011849123,583
1,6.71191070666241,584
1,6.55773501733522,585
1,5.57922934156638,586
1,6.35577926718716,587
1,9.8752682512854,588
1,9.16212881630732,589
1,9.05639298542586,590
1,7.53673820721341,591
1,11.1789427625123,592
1,8.15240888540264,593
1,6.82942459687137,594
1,7.2357274436122,595
1,8.70559004897918,596
1,8.36814935958869,597
1,8.23237379209053,598
1,8.73422338193098,599
1,7.74077674762558,600
1,7.3327767261727,601
1,5.27473724916515,602
1,10.3520415257433,603
1,7.28425676327913,604
1,10.3562666566713,605
1,7.8973613360204,606
1,6.78158069320958,607
1,8.48287013278425,608
1,10.7475511530289,609
1,6.94842946103567,610
1,8.92291052968553,611
1,7.88994221044077,612
1,7.35266454576889,613
1,5.37120330309521,614
1,10.0350096061929,615
1,8.0948253601049,616
1,7.0982871677427,617
1,8.1918144182416,618
1,8.10296772912053,619
1,9.44165227965371,620
1,10.1263928002952,621
1,8.08365223262489,622
1,7.61251019701618,623
1,5.12946869785199,624
1,6.82619224715255,625
1,9.08155873782934,626
1,8.85637369705253,627
1,9.62168203142564,628
1,9.26152842586795,629
1,9.97899969695148,630
1,6.12681033932331,631
1,7.21959206301282,632
1,10.5268757411287,633
1,9.02699390489071,634
1,8.87138840281247,635
1,8.98047922077303,636
1,8.55509487755981,637
1,7.72465742635455,638
1,7.31786271985437,639
1,6.27061922119444,640
1,4.90870608140402,641
1,8.66827516345744,642
1,7.96430768968627,643
1,8.20001372962413,644
1,5.3579485615096,645
1,8.06415064545234,646
1,7.39563756120177,647
1,9.54379988208066,648
1,3.84466074903615,649
1,8.75200146982685,650
1,6.42004716905309,651
1,8.30309319064891,652
1,7.92782221747957,653
1,8.77662606142884,654
1,6.79410684651911,655
1,7.82753124822672,656
1,5.96538316533277,657
1,12.1154990517833,658
1,7.87281290602867,659
1,8.93540075406639,660
1,9.71528657557481,661
1,5.3380645707245,662
1,6.01594811637899,663
1,9.76901565368163,664
1,5.44637863391655,665
1,6.43810764303133,666
1,6.0709997845671,667
1,7.40475987465041,668
1,9.52799901033818,669
1,6.92275923903905,670
1,9.37722074651475,671
1,7.21994107920031,672
1,9.30548947514676,673
1,7.42080926750682,674
1,9.43657194530398,675
1,11.4115755566884,676
1,7.80624004809784,677
1,8.96874465068902,678
1,8.30193362755828,679
1,8.45213484139662,680
1,8.71966784525153,681
1,8.36854859437335,682
1,5.13896064436519,683
1,8.30026348530248,684
1,7.89353557767927,685
1,9.69870752789595,686
1,8.84964551768671,687
1,7.0132564114289,688
1,9.05239242615201,689
1,10.9552154707874,690
1,9.03926581434894,691
1,9.1990714881356,692
1,8.52268617308061,693
1,8.12348799216328,694
1,6.18829238330886,695
1,4.21447199043459,696
1,10.5733991603677,697
1,6.54335554071707,698
1,9.47042821967512,699
1,6.10012398510268,700
1,9.57543236653694,701
1,7.74037840461831,702
1,8.36753589712771,703
1,6.66202495087801,704
1,9.96955230724398,705
1,7.80770253193834,706
1,8.12401415280307,707
1,10.3834223512842,708
1,10.2996819157196,709
1,4.93201499689471,710
1,6.0849922339076,711
1,6.88111461422313,712
1,5.88588351605459,713
1,7.98557410185421,714
1,8.55467859384321,715
1,8.37914608861579,716
1,6.97719734337462,717
1,8.99696610757055,718
1,11.5975475603444,719
1,7.89794594555289,720
1,9.27065147019512,721
1,9.814235200071,722
1,10.7134236676165,723
1,9.30070951435423,724
1,7.80395029654171,725
1,10.100059358802,726
1,9.36512809801921,727
1,8.3059491629409,728
1,7.74953985236424,729
1,10.7649307783349,730
1,9.02088134071783,731
1,7.63719212765774,732
1,7.38179715926433,733
1,4.60128191139053,734
1,7.5243611801085,735
1,7.51412832037556,736
1,8.44722470219346,737
1,6.3199646235502,738
1,6.35848964100548,739
1,7.96374469389315,740
1,7.06909313384097,741
1,10.129513655525,742
1,5.92149308937945,743
1,9.79544255755892,744
1,6.40547886965315,745
1,7.40028531684389,746
1,11.4480270459431,747
1,10.2206562457347,748
1,9.48488426351865,749
1,7.98328440682598,750
1,7.03008565103889,751
1,9.15615707880375,752
1,7.72963340080878,753
1,8.70984963676313,754
1,8.0704395394895,755
1,10.0790379635531,756
1,8.64974821437407,757
1,7.98235062899369,758
1,8.60990349431537,759
1,8.39254208700314,760
1,8.8393608033947,761
1,8.12335910678141,762
1,5.94542673646794,763
1,7.90146061103982,764
1,9.30827910812426,765
1,10.3104578814681,766
1,8.12271977169353,767
1,9.8392260035971,768
1,8.63210625389196,769
1,8.9582711679574,770
1,9.14595240958666,771
1,7.09629458022324,772
1,7.61525623172949,773
1,9.91088809533719,774
1,8.8669401701924,775
1,6.4802652371731,776
1,6.98630181391774,777
1,6.25798950782073,778
1,6.46296897162815,779
1,6.98369778215293,780
1,8.39814431554093,781
1,6.58592232520323,782
1,5.76881513075726,783
1,9.14134054797827,784
1,9.73844497627729,785
1,4.56559741409669,786
1,8.30217962828702,787
1,6.3450817952524,788
1,5.99201715965779,789
1,10.5520029710935,790
1,8.45879924102707,791
1,8.18828384817238,792
1,8.5924578517958,793
1,7.41392990164455,794
1,5.03527228709484,795
1,7.23472696524425,796
1,10.1377742742668,797
1,8.18178960354087,798
1,5.93813116678221,799
1,7.0840875407217,800
1,5.99374514184185,801
1,6.53250616366337,802
1,7.68469605399196,803
1,10.1080777061632,804
1,9.58745133761433,805
1,11.4555994925639,806
1,8.72430885222209,807
1,8.03490678783188,808
1,9.02251316837759,809
1,7.35048421493038,810
1,6.15764541578548,811
1,6.44854487904303,812
1,10.5487871059307,813
1,8.86057147455407,814
1,11.6073408466445,815
1,6.76466058174171,816
1,9.21773529538973,817
1,6.54010547779666,818
1,6.14799229543242,819
1,6.28440140324044,820
1,5.38710774738428,821
1,8.84733985969268,822
1,8.73378879696689,823
1,10.6823429326435,824
1,7.59005190409527,825
1,10.222897194088,826
1,9.21028893338641,827
1,7.4506251125677,828
1,8.48085088535755,829
1,7.84231988743511,830
1,7.63992024835395,831
1,6.94673417458868,832
1,8.47371847833418,833
1,7.52826702773159,834
1,9.07832240148961,835
1,8.27642833066188,836
1,8.60643273923542,837
1,10.4514562628541,838
1,7.29805850873797,839
1,8.05413639719479,840
1,8.14196991417186,841
1,7.98616086416968,842
1,10.1986862463018,843
1,5.66319820124294,844
1,7.46738242429671,845
1,7.85194688797132,846
1,8.80751816140956,847
1,5.97545142377791,848
1,11.9731280650949,849
1,10.8702452608869,850
1,6.22160418859536,851
1,7.21181921235769,852
1,8.66228736200447,853
1,6.58140055597521,854
1,5.87327736040032,855
1,6.17006396497347,856
1,5.26628918081412,857
1,7.98010383548554,858
1,10.6880809666922,859
1,6.66119488784253,860
1,8.41812292103516,861
1,9.20483120291367,862
1,8.71454122782797,863
1,7.64079463492137,864
1,7.28285389831379,865
1,7.78861595707969,866
1,7.62688502179589,867
1,7.87312837933916,868
1,10.4625768153428,869
1,9.79234207491479,870
1,8.5722631130957,871
1,7.82280657418807,872
1,9.78781614387002,873
1,9.96900941251182,874
1,7.59649934820033,875
1,7.88682220019059,876
1,8.63792328703464,877
1,7.25941652040526,878
1,7.71559110694821,879
1,9.16131896925375,880
1,10.0585584511291,881
1,6.84197310056157,882
1,6.67576309845025,883
1,5.85897020190498,884
1,8.49447132459583,885
1,9.87083749002685,886
1,7.15883292505914,887
1,9.09603566553082,888
1,5.56518787215782,889
1,7.896510673812,890
1,9.98785869246605,891
1,9.37243900394766,892
1,9.57437493518166,893
1,8.79901786763095,894
1,9.13747003321373,895
1,10.7079830055536,896
1,8.26496820128099,897
1,8.42958771099422,898
1,7.10699175988995,899
1,8.43930224783819,900
1,9.6872333712869,901
1,9.37086088656793,902
1,9.23913361337526,903
1,11.4204573137669,904
1,7.46397475544843,905
1,7.39544113304896,906
1,7.18141174521144,907
1,7.92723039044293,908
1,8.20914200882645,909
1,7.88313276476996,910
1,9.3686240371578,911
1,9.84283588013272,912
1,8.5397948098586,913
1,8.32638389235582,914
1,5.6926234451401,915
1,8.41408231723113,916
1,5.65544307096754,917
1,8.43236117677523,918
1,4.25569304511194,919
1,9.49620319329893,920
1,7.14966023867098,921
1,4.03073168538589,922
1,8.20323124442721,923
1,6.66416478765798,924
1,9.7238780951729,925
1,6.12585796927065,926
1,8.68190337676462,927
1,10.4940852920638,928
1,8.70706928263871,929
1,7.6688047628906,930
1,6.63870291737054,931
1,8.51638027987748,932
1,10.8442426876041,933
1,8.72341518919999,934
1,8.31956891318371,935
1,10.9763404708011,936
1,8.51036330012888,937
1,9.30250250041248,938
1,9.23271984239457,939
1,6.71156654792075,940
1,7.89640020682358,941
1,9.49396045872136,942
1,11.5146720168478,943
1,8.71415136502533,944
1,9.61335288332129,945
1,9.23087863126601,946
1,9.59885119395504,947
1,6.19240277816015,948
1,7.47484002251841,949
1,6.00786210858241,950
1,6.76918698259368,951
1,9.06008909893755,952
1,8.70509759076553,953
1,6.90753204125156,954
1,6.33847756805059,955
1,8.16373662828387,956
1,7.82486403700404,957
1,9.00790603177269,958
1,8.25578512704033,959
1,10.2170755619794,960
1,6.6674164268316,961
1,8.43323059921233,962
1,6.54249403823091,963
1,8.89626753603491,964
1,7.18395951810087,965
1,9.35930979732755,966
1,4.68610707466292,967
1,8.55272856085302,968
1,8.16259397597543,969
1,9.94163146253149,970
1,8.90972221432538,971
1,6.89152409218735,972
1,7.56933085638511,973
1,7.20880742379935,974
1,9.79190893586859,975
1,7.87098896315009,976
1,6.6746185760625,977
1,8.96741368213558,978
1,7.90100566860423,979
1,6.51975582759525,980
1,7.48625964819615,981
1,5.92742690778492,982
1,6.80894696486642,983
1,8.33894710958068,984
1,7.53658630291189,985
1,9.2155080048357,986
1,7.32783121796269,987
1,6.05866660931339,988
1,8.63860331699024,989
1,8.52818830091626,990
1,5.68592574368386,991
1,10.3036518439728,992
1,6.23770379801231,993
1,11.9767414613405,994
1,5.16341773113458,995
1,6.5093396306961,996
1,7.28803119896111,997
1,9.51873259326911,998
1,7.68906369423778,999
1,8.24278886872766,1000
2,9.17069270812556,1
2,11.4374601701186,2
2,10.4379164588538,3
2,11.080289599146,4
2,12.9232968434655,5
2,11.6578261612492,6
2,8.66970558465921,7
2,6.87785549871236,8
2,8.47453409015962,9
2,9.20057286410863,10
2,10.1221578026237,11
2,6.78679189215732,12
2,9.95764783991327,13
2,7.70703990556135,14
2,10.1050328298806,15
2,10.7904720274185,16
2,8.76983959153726,17
2,7.86704752562082,18
2,11.6399687979008,19
2,10.5122010631437,20
2,8.42193535535015,21
2,6.62454245222848,22
2,11.0348490755907,23
2,10.2446388476941,24
2,10.6760533242455,25
2,8.15298415526876,26
2,7.66312487032986,27
2,11.2654999945005,28
2,6.32657482561467,29
2,10.7018254631744,30
2,9.91363708964394,31
2,8.43146206590646,32
2,10.1882840550602,33
2,11.4992694564288,34
2,11.7580060823623,35
2,7.36705376406613,36
2,11.5564494142905,37
2,12.2963769138234,38
2,8.6969868167341,39
2,11.6808080843612,40
2,8.80750501820163,41
2,7.97089941201933,42
2,12.3314431793523,43
2,6.69452636195403,44
2,10.828998009126,45
2,7.94432998034214,46
2,10.1944988415101,47
2,8.46328250823065,48
2,10.7420996418431,49
2,9.5157876992241,50
2,12.9683871484656,51
2,9.75855161171568,52
2,8.42573538549037,53
2,7.92785902536069,54
2,9.37969389192603,55
2,14.0435609416349,56
2,7.96728086965348,57
2,11.904273734326,58
2,8.70522716258296,59
2,9.84162919870969,60
2,10.7472677831292,61
2,7.12171824572311,62
2,7.98177720302745,63
2,9.42509729827296,64
2,13.4740872297074,65
2,13.0410384646406,66
2,9.87742227979752,67
2,10.8240275789611,68
2,11.1958856471588,69
2,9.46876724417044,70
2,9.16670663578131,71
2,12.3155071865659,72
2,9.89289351832344,73
2,10.7503021685785,74
2,10.5755107153945,75
2,9.6635575990093,76
2,9.32842026334132,77
2,10.1426867353647,78
2,9.97539943302899,79
2,9.77210862637753,80
2,8.24256273282241,81
2,13.7965721325469,82
2,9.2545765438482,83
2,9.70909241429839,84
2,13.9169100892157,85
2,11.8383865945778,86
2,11.4420172631173,87
2,7.87608684122288,88
2,8.48340932738856,89
2,12.3534281245181,90
2,10.1758276338859,91
2,8.0259499218486,92
2,10.0729885284894,93
2,7.54852051161533,94
2,10.7604219599929,95
2,9.12961458048085,96
2,7.78114571974239,97
2,11.4625704783236,98
2,10.1427233103077,99
2,10.2469945755964,100
2,11.5285491056428,101
2,9.92431838508634,102
2,10.1128486110426,103
2,10.5527580856219,104
2,12.2562446937943,105
2,11.383429547676,106
2,10.9250880699227,107
2,8.28806801395473,108
2,11.0083594252138,109
2,7.20159188581647,110
2,9.1771766688843,111
2,8.96503238764277,112
2,11.4222877359766,113
2,6.60196200936592,114
2,7.50251435822879,115
2,9.91591685696838,116
2,10.4749156667182,117
2,9.70726146376876,118
2,12.483987948038,119
2,8.57816129959522,120
2,11.0276243868751,121
2,10.1542978128584,122
2,10.1117705389232,123
2,9.2002699866447,124
2,8.08182464564075,125
2,8.57416585030362,126
2,9.82601809882485,127
2,12.4730774048737,128
2,9.24980953405643,129
2,9.94212177630472,130
2,9.21095899640323,131
2,12.43251451016,132
2,10.0203852896965,133
2,8.65892384853775,134
2,13.0405355111319,135
2,10.9325600904459,136
2,13.1700096440459,137
2,9.35788423519851,138
2,8.67949154712457,139
2,9.99597872503737,140
2,6.94038929191663,141
2,13.9287267791051,142
2,15.4081669877165,143
2,7.21085034797782,144
2,11.3828760155484,145
2,14.8313297918325,146
2,7.7773639059101,147
2,10.4330781027946,148
2,10.1610170302129,149
2,11.0850048189744,150
2,8.85382939494973,151
2,12.3561790089786,152
2,13.4982670201069,153
2,7.61883855337951,154
2,9.23390830954813,155
2,8.57521472992035,156
2,10.9280396052162,157
2,11.7654625597454,158
2,4.63208049753152,159
2,11.3695313814888,160
2,12.2151402913408,161
2,7.04040864099769,162
2,8.17807967140129,163
2,7.60414743812776,164
2,9.12927947509092,165
2,12.2852368261701,166
2,9.4780225546872,167
